"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","INFRAINVEST","RAIL","EUR","A","2021",220000000,
"ESP","INFRAINVEST","RAIL","EUR","A","1995",767000000,
"ESP","INFRAINVEST","RAIL","EUR","A","1996",816000000,
"ESP","INFRAINVEST","RAIL","EUR","A","1997",686000000,
"ESP","INFRAINVEST","RAIL","EUR","A","1998",944000000,
"ESP","INFRAINVEST","RAIL","EUR","A","1999",1391000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2000",1840000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2001",2456000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2002",3652000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2003",3791000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2004",4368000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2005",5764000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2006",6336000000,"B"
"ESP","INFRAINVEST","RAIL","EUR","A","2007",8345000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2008",8981000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2009",8772000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2010",7669000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2011",7553000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2012",5350000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2013",2710000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2014",3042000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2015",2613000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2016",1657000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2017",2215000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2018",2168000000,
"ESP","INFRAINVEST","RAIL","EUR","A","2019",2218000000,"P"
"ESP","INFRAINVEST","RAIL","EUR","A","2020",2380557000,"E"
"ESP","INFRAINVEST","RAIL","EUR","A","2021",2519000000,"E"
"SWE","INFRAINVEST","RAIL","EUR","A","1995",1141240879.8226,
"SWE","INFRAINVEST","RAIL","EUR","A","1996",1048663629.1042,
"SWE","INFRAINVEST","RAIL","EUR","A","1997",701081430.81616,
"SWE","INFRAINVEST","RAIL","EUR","A","1998",763652691.24993,
"SWE","INFRAINVEST","RAIL","EUR","A","1999",682390865.1336,
"SWE","INFRAINVEST","RAIL","EUR","A","2000",589990409.54783,
"SWE","INFRAINVEST","RAIL","EUR","A","2001",556846051.62224,
"SWE","INFRAINVEST","RAIL","EUR","A","2002",666120755.541,
"SWE","INFRAINVEST","RAIL","EUR","A","2003",652316864.67055,
"SWE","INFRAINVEST","RAIL","EUR","A","2004",1093632876.7123,"B"
"SWE","INFRAINVEST","RAIL","EUR","A","2005",1301085117.6173,
"SWE","INFRAINVEST","RAIL","EUR","A","2006",1250526839.0736,
"SWE","INFRAINVEST","RAIL","EUR","A","2007",1445790685.3579,
"SWE","INFRAINVEST","RAIL","EUR","A","2008",1536170699.4978,
"SWE","INFRAINVEST","RAIL","EUR","A","2009",1527973180.4014,
"SWE","INFRAINVEST","RAIL","EUR","A","2010",1655636908.3158,
"SWE","INFRAINVEST","RAIL","EUR","A","2011",1588351278.3021,
"SWE","INFRAINVEST","RAIL","EUR","A","2012",1570135642.666,
"SWE","INFRAINVEST","RAIL","EUR","A","2013",1389931217.8487,
"SWE","INFRAINVEST","RAIL","EUR","A","2014",1480713209.9946,
"SWE","INFRAINVEST","RAIL","EUR","A","2015",1630006948.5274,"B"
"SWE","INFRAINVEST","RAIL","EUR","A","2016",1501653058.4221,
"SWE","INFRAINVEST","RAIL","EUR","A","2017",1524982100.0529,
"SWE","INFRAINVEST","RAIL","EUR","A","2018",1424327512.7478,
"SWE","INFRAINVEST","RAIL","EUR","A","2019",1691537495.159,
"SWE","INFRAINVEST","RAIL","EUR","A","2020",2080691450.3104,
"SWE","INFRAINVEST","RAIL","EUR","A","2021",2269044239.4133,
"BGR","INFRAINVEST","RAIL","EUR","A","1995",45506257.110353,
"BGR","INFRAINVEST","RAIL","EUR","A","1996",26905829.596413,
"BGR","INFRAINVEST","RAIL","EUR","A","1997",13704406.49378,
"BGR","INFRAINVEST","RAIL","EUR","A","1998",22851919.561243,
"BGR","INFRAINVEST","RAIL","EUR","A","1999",21474588.403722,
"BGR","INFRAINVEST","RAIL","EUR","A","2000",77876831.642586,
"BGR","INFRAINVEST","RAIL","EUR","A","2001",77507442.767683,
"BGR","INFRAINVEST","RAIL","EUR","A","2002",50790067.72009,
"BGR","INFRAINVEST","RAIL","EUR","A","2003",26167265.264238,
"BGR","INFRAINVEST","RAIL","EUR","A","2004",31230800.737252,
"BGR","INFRAINVEST","RAIL","EUR","A","2005",45505675.426935,
"BGR","INFRAINVEST","RAIL","EUR","A","2006",39370078.740157,
"BGR","INFRAINVEST","RAIL","EUR","A","2007",44483075.979139,
"BGR","INFRAINVEST","RAIL","EUR","A","2008",71581961.345741,
"BGR","INFRAINVEST","RAIL","EUR","A","2009",49596073.21812,
"BGR","INFRAINVEST","RAIL","EUR","A","2010",129870129.87013,
"BGR","INFRAINVEST","RAIL","EUR","A","2011",89988751.406074,
"BGR","INFRAINVEST","RAIL","EUR","A","2012",114019838.42929,
"BGR","INFRAINVEST","RAIL","EUR","A","2013",123734533.18335,
"BGR","INFRAINVEST","RAIL","EUR","A","2014",167195009.71469,
"BGR","INFRAINVEST","RAIL","EUR","A","2015",301155537.37601,
"BGR","INFRAINVEST","RAIL","EUR","A","2016",153389917.16944,
"BGR","INFRAINVEST","RAIL","EUR","A","2017",92033950.301667,
"BGR","INFRAINVEST","RAIL","EUR","A","2018",96124348.092852,
"BGR","INFRAINVEST","RAIL","EUR","A","2019",124245832.90725,
"BGR","INFRAINVEST","RAIL","EUR","A","2020",171285407.50588,
"BGR","INFRAINVEST","RAIL","EUR","A","2021",166172410.2669,
"HRV","INFRAINVEST","RAIL","EUR","A","1995",7168039.3218157,
"HRV","INFRAINVEST","RAIL","EUR","A","1996",13337585.896953,
"HRV","INFRAINVEST","RAIL","EUR","A","1997",29515008.238412,
"HRV","INFRAINVEST","RAIL","EUR","A","1998",25402439.195543,
"HRV","INFRAINVEST","RAIL","EUR","A","1999",24806692.528963,
"HRV","INFRAINVEST","RAIL","EUR","A","2000",19228756.802009,
"HRV","INFRAINVEST","RAIL","EUR","A","2001",20979768.5544,
"HRV","INFRAINVEST","RAIL","EUR","A","2002",36423483.703864,
"HRV","INFRAINVEST","RAIL","EUR","A","2003",104363449.01383,
"HRV","INFRAINVEST","RAIL","EUR","A","2004",128160674.27718,
"HRV","INFRAINVEST","RAIL","EUR","A","2005",93757177.017333,
"HRV","INFRAINVEST","RAIL","EUR","A","2006",121503365.23366,
"HRV","INFRAINVEST","RAIL","EUR","A","2007",92258213.979095,
"HRV","INFRAINVEST","RAIL","EUR","A","2008",125688657.56762,
"HRV","INFRAINVEST","RAIL","EUR","A","2009",98211488.42848,
"HRV","INFRAINVEST","RAIL","EUR","A","2010",83416795.862088,
"HRV","INFRAINVEST","RAIL","EUR","A","2011",80528070.552807,
"HRV","INFRAINVEST","RAIL","EUR","A","2012",61824418.651031,
"HRV","INFRAINVEST","RAIL","EUR","A","2013",183137617.09988,
"HRV","INFRAINVEST","RAIL","EUR","A","2014",130720666.43963,
"HRV","INFRAINVEST","RAIL","EUR","A","2015",60021013.921723,
"HRV","INFRAINVEST","RAIL","EUR","A","2016",44329418.010485,
"HRV","INFRAINVEST","RAIL","EUR","A","2017",62563635.389315,
"HRV","INFRAINVEST","RAIL","EUR","A","2018",99621196.802416,
"HRV","INFRAINVEST","RAIL","EUR","A","2019",128198215.20045,
"HRV","INFRAINVEST","RAIL","EUR","A","2020",126154091.0538,
"HRV","INFRAINVEST","RAIL","EUR","A","2021",140654261.46551,
"EST","INFRAINVEST","RAIL","EUR","A","1995",4000000,
"EST","INFRAINVEST","RAIL","EUR","A","1996",0,
"EST","INFRAINVEST","RAIL","EUR","A","1997",0,
"EST","INFRAINVEST","RAIL","EUR","A","1998",15000000,
"EST","INFRAINVEST","RAIL","EUR","A","1999",24000000,
"EST","INFRAINVEST","RAIL","EUR","A","2000",19000000,
"EST","INFRAINVEST","RAIL","EUR","A","2001",15000000,
"EST","INFRAINVEST","RAIL","EUR","A","2002",18000000,
"EST","INFRAINVEST","RAIL","EUR","A","2003",16000000,
"EST","INFRAINVEST","RAIL","EUR","A","2004",20000000,
"EST","INFRAINVEST","RAIL","EUR","A","2005",20000000,
"EST","INFRAINVEST","RAIL","EUR","A","2006",21000000,
"EST","INFRAINVEST","RAIL","EUR","A","2007",30000000,
"EST","INFRAINVEST","RAIL","EUR","A","2008",23000000,
"EST","INFRAINVEST","RAIL","EUR","A","2009",37000000,
"EST","INFRAINVEST","RAIL","EUR","A","2010",35000000,
"EST","INFRAINVEST","RAIL","EUR","A","2011",94000000,
"EST","INFRAINVEST","RAIL","EUR","A","2012",47700000,
"EST","INFRAINVEST","RAIL","EUR","A","2013",26500000,
"EST","INFRAINVEST","RAIL","EUR","A","2014",15500000,
"EST","INFRAINVEST","RAIL","EUR","A","2015",13100000,
"EST","INFRAINVEST","RAIL","EUR","A","2016",14500000,
"EST","INFRAINVEST","RAIL","EUR","A","2017",13800000,
"EST","INFRAINVEST","RAIL","EUR","A","2018",26400000,
"EST","INFRAINVEST","RAIL","EUR","A","2019",31500000,
"EST","INFRAINVEST","RAIL","EUR","A","2020",32000000,
"EST","INFRAINVEST","RAIL","EUR","A","2021",60000000,
"LVA","INFRAINVEST","RAIL","EUR","A","1995",7000000,
"LVA","INFRAINVEST","RAIL","EUR","A","1996",9000000,
"LVA","INFRAINVEST","RAIL","EUR","A","1997",17000000,
"LVA","INFRAINVEST","RAIL","EUR","A","1998",21000000,
"LVA","INFRAINVEST","RAIL","EUR","A","1999",19000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2000",24000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2001",19000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2002",24000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2003",32000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2004",29000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2005",35000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2006",29000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2007",36000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2008",63000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2009",63000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2010",73000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2011",53000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2012",102000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2013",77000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2014",136000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2015",209000000,
"LVA","INFRAINVEST","RAIL","EUR","A","2016",24400000,
"LVA","INFRAINVEST","RAIL","EUR","A","2017",23500000,
"LVA","INFRAINVEST","RAIL","EUR","A","2018",20900000,
"LVA","INFRAINVEST","RAIL","EUR","A","2019",26505000,
"LVA","INFRAINVEST","RAIL","EUR","A","2020",48520000,
"LVA","INFRAINVEST","RAIL","EUR","A","2021",83590000,
"LTU","INFRAINVEST","RAIL","EUR","A","1995",4000000,
"LTU","INFRAINVEST","RAIL","EUR","A","1996",17000000,
"LTU","INFRAINVEST","RAIL","EUR","A","1997",22000000,
"LTU","INFRAINVEST","RAIL","EUR","A","1998",29000000,
"LTU","INFRAINVEST","RAIL","EUR","A","1999",19000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2000",18000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2001",25000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2002",58000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2003",85000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2004",70000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2005",68000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2006",50000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2007",76000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2008",85000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2009",67000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2010",107000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2011",116000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2012",140000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2013",139000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2014",264000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2015",180000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2016",70000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2017",49000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2018",65000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2019",86000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2020",174000000,
"LTU","INFRAINVEST","RAIL","EUR","A","2021",109000000,
"MLT","INFRAINVEST","RAIL","EUR","A","1995",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","1996",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","1997",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","1998",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","1999",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2000",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2001",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2002",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2003",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2004",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2005",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2006",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2007",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2008",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2009",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2010",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2011",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2012",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2013",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2014",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2015",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2016",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2017",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2018",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2019",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2020",,"M"
"MLT","INFRAINVEST","RAIL","EUR","A","2021",,"M"
"ROU","INFRAINVEST","RAIL","EUR","A","1995",70422535.211268,
"ROU","INFRAINVEST","RAIL","EUR","A","1996",50263885.398341,
"ROU","INFRAINVEST","RAIL","EUR","A","1997",43268636.419829,
"ROU","INFRAINVEST","RAIL","EUR","A","1998",46403712.296984,
"ROU","INFRAINVEST","RAIL","EUR","A","1999",30083497.053045,
"ROU","INFRAINVEST","RAIL","EUR","A","2000",43140205.668422,
"ROU","INFRAINVEST","RAIL","EUR","A","2001",56901191.849289,
"ROU","INFRAINVEST","RAIL","EUR","A","2002",106246799.79519,
"ROU","INFRAINVEST","RAIL","EUR","A","2003",98809492.103231,
"ROU","INFRAINVEST","RAIL","EUR","A","2004",57742134.484886,
"ROU","INFRAINVEST","RAIL","EUR","A","2005",109043727.91519,
"ROU","INFRAINVEST","RAIL","EUR","A","2006",101861309.72648,
"ROU","INFRAINVEST","RAIL","EUR","A","2007",310674376.10474,
"ROU","INFRAINVEST","RAIL","EUR","A","2008",316232356.13464,
"ROU","INFRAINVEST","RAIL","EUR","A","2009",177375224.07774,
"ROU","INFRAINVEST","RAIL","EUR","A","2010",168859544.95796,
"ROU","INFRAINVEST","RAIL","EUR","A","2011",161374038.59765,
"ROU","INFRAINVEST","RAIL","EUR","A","2012",117763172.65203,
"ROU","INFRAINVEST","RAIL","EUR","A","2013",208856606.24986,
"ROU","INFRAINVEST","RAIL","EUR","A","2014",277659023.91828,
"ROU","INFRAINVEST","RAIL","EUR","A","2015",321920273.5535,
"ROU","INFRAINVEST","RAIL","EUR","A","2016",262091386.83531,
"ROU","INFRAINVEST","RAIL","EUR","A","2017",214503031.49692,
"ROU","INFRAINVEST","RAIL","EUR","A","2018",182853459.38977,
"SVN","INFRAINVEST","RAIL","EUR","A","2000",16000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2001",15000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2002",20000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2003",21000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2004",59000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2005",42000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2006",13000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2007",62000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2008",96000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2009",72000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2010",131000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2011",106000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2012",72000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2013",140000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2014",270000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2015",376000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2016",84400000,
"SVN","INFRAINVEST","RAIL","EUR","A","2017",100000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2018",153000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2019",208000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2020",189000000,
"SVN","INFRAINVEST","RAIL","EUR","A","2021",377000000,
